SeqID	Chr3 (Mb)	K-mer conserv (%)	Group	Group_chrom
EH23b.chr3	0.0	4.480971038057924	0	0
EH23b.chr3	0.011932462263588092	2.2194322194322194	0	0
EH23b.chr3	0.023864924527176184	1.0323723009610324	0	0
EH23b.chr3	0.035797386790764274	0.7678707678707679	0	0
EH23b.chr3	0.04772984905435237	0.606039393960606	0	0
EH23b.chr3	0.059662311317940454	0.9651076317742985	0	0
EH23b.chr3	0.07159477358152855	1.1814754851911815	0	0
EH23b.chr3	0.08352723584511663	0.20286353619686953	0	0
EH23b.chr3	0.09545969810870474	0.8200958465708201	0	0
EH23b.chr3	0.10739216037229282	0.8823875490542157	0	0
EH23b.chr3	0.11932462263588091	0.0031666635000031666	0	0
EH23b.chr3	0.131257084899469	0.00190666857333524	0	0
EH23b.chr3	0.1431895471630571	0.00175999824000176	0	0
EH23b.chr3	0.1551220094266452	0.00288333621666955	0	0
EH23b.chr3	0.16705447169023327	0.0031733301600031733	0	0
EH23b.chr3	0.17898693395382137	0.00518667185333852	0	0
EH23b.chr3	0.19091939621740947	0.0037799962200037803	0	0
EH23b.chr3	0.20285185848099754	0.00012000012000012	0	0
EH23b.chr3	0.21478432074458564	0.0022366644300022367	0	0
EH23b.chr3	0.22671678300817374	0.00595000595000595	0	0
EH23b.chr3	0.23864924527176182	0.00019333314000019334	0	0
EH23b.chr3	0.2505817075353499	0.00055333388666722	0	0
EH23b.chr3	0.262514169798938	0.00130999869000131	0	0
EH23b.chr3	0.2744466320625261	0.00285666952333619	0	0
EH23b.chr3	0.2863790943261142	0.0007666659000007667	0	0
EH23b.chr3	0.29831155658970226	0.00744667411334078	0	0
EH23b.chr3	0.3102440188532904	0.0084999915000085	0	0
EH23b.chr3	0.32217648111687847	0.00024000024000024	0	0
EH23b.chr3	0.33410894338046654	0.00854999145000855	0	0
EH23b.chr3	0.34604140564405467	0.0009000009000009	0	0
EH23b.chr3	0.35797386790764274	0.02205997794002206	0	0
EH23b.chr3	0.3699063301712308	0.0020833354166687502	0	0
EH23b.chr3	0.38183879243481894	0.0028366638300028365	0	0
EH23b.chr3	0.393771254698407	0.0099666766333433	0	0
EH23b.chr3	0.4057037169619951	0.00040333293000040335	0	0
EH23b.chr3	0.4176361792255832	0.0005866672533339201	0	0
EH23b.chr3	0.4295686414891713	0.00027333306000027337	0	0
EH23b.chr3	0.44150110375275936	1.3333346666680001e-05	0	0
EH23b.chr3	0.4534335660163475	0.0006766659900006767	0	0
EH23b.chr3	0.46536602827993556	0.00023000023000023002	0	0
EH23b.chr3	0.47729849054352363	0.0006266660400006266	0	0
EH23b.chr3	0.48923095280711176	3.3333366666699994e-05	0	0
EH23b.chr3	0.5011634150706998	0.0002566664100002567	0	0
EH23b.chr3	0.513095877334288	0.00019000019000019002	0	0
EH23b.chr3	0.525028339597876	8.999991000009e-05	0	0
EH23b.chr3	0.5369608018614641	0.00019333352666686	0	0
EH23b.chr3	0.5488932641250522	0.0008433324900008434	0	0
EH23b.chr3	0.5608257263886403	0.00036333369666703	0	0
EH23b.chr3	0.5727581886522284	0.0009633323700009634	0	0
EH23b.chr3	0.5846906509158165	0.00036333369666703	0	0
EH23b.chr3	0.5966231131794045	0.00133999866000134	0	0
EH23b.chr3	0.6085555754429927	0.00034333367666701	0	0
EH23b.chr3	0.6204880377065808	0.00100999899000101	0	0
EH23b.chr3	0.6324204999701688	0.00086333419666753	0	0
EH23b.chr3	0.6443529622337569	0.0013066653600013068	0	0
EH23b.chr3	0.6562854244973451	0.00149333482666816	0	0
EH23b.chr3	0.6682178867609331	0.002266664400002267	0	0
EH23b.chr3	0.6801503490245212	0.00036333369666702997	0	0
EH23b.chr3	0.6920828112881093	0.0005333328000005333	0	0
EH23b.chr3	0.7040152735516974	0.00014000014000014	0	0
EH23b.chr3	0.7159477358152855	0.0005333328000005333	0	0
EH23b.chr3	0.7278801980788736	0.00127666794333461	0	0
EH23b.chr3	0.7398126603424616	0.0016133317200016134	0	0
EH23b.chr3	0.7517451226060498	0.00029666696333363	0	0
EH23b.chr3	0.7636775848696379	0.00011666655000011667	0	0
EH23b.chr3	0.7756100471332259	0.0019033352366685699	0	0
EH23b.chr3	0.787542509396814	0.002366664300002367	0	0
EH23b.chr3	0.7994749716604022	0.00118000118000118	0	0
EH23b.chr3	0.8114074339239902	0.0006466660200006467	0	0
EH23b.chr3	0.8233398961875783	0.00033000033000033	0	0
EH23b.chr3	0.8352723584511664	0.0003766662900003767	0	0
EH23b.chr3	0.8472048207147544	0.00463000463000463	0	0
EH23b.chr3	0.8591372829783426	0.0013566653100013568	0	0
EH23b.chr3	0.8710697452419307	0.00027000027000027003	0	0
EH23b.chr3	0.8830022075055187	0.016593316740016593	0	0
EH23b.chr3	0.8949346697691068	0.00040666707333374	0	0
EH23b.chr3	0.906867132032695	3.4535632131034535	0	0
EH23b.chr3	0.918799594296283	1.7747317747317748	0	0
EH23b.chr3	0.9307320565598711	2.2414310919022413	0	0
EH23b.chr3	0.9426645188234593	2.9548062881396215	0	0
EH23b.chr3	0.9545969810870473	3.71002962330371	0	0
EH23b.chr3	0.9665294433506354	3.495456828790162	0	0
EH23b.chr3	0.9784619056142235	4.377225622774377	0	0
EH23b.chr3	0.9903943678778115	5.963792630459297	0	0
EH23b.chr3	1.0	3.165012315353588	0	0
