SeqID	Chr9 (Mb)	K-mer conserv (%)	Group	Group_chrom
SVA6a.chr9	0.0	0.28001943996112005	0	0
SVA6a.chr9	0.015135475216991254	1.4750081416748082	0	0
SVA6a.chr9	0.030270950433982508	0.9861390138609861	0	0
SVA6a.chr9	0.04540642565097376	0.16528349861683195	0	0
SVA6a.chr9	0.060541900867965015	0.00193999806000194	0	0
SVA6a.chr9	0.07567737608495627	0.233676900343567	0	0
SVA6a.chr9	0.09081285130194752	0.00210999789000211	0	0
SVA6a.chr9	0.10594832651893878	8.333341666675001e-05	0	0
SVA6a.chr9	0.12108380173593003	0.8243558423108244	0	0
SVA6a.chr9	0.1362192769529213	2.530365863699197	0	0
SVA6a.chr9	0.15135475216991254	3.0326603006730326	0	0
SVA6a.chr9	0.1664902273869038	4.5635312301978965	0	0
SVA6a.chr9	0.18162570260389505	0.1772131561201772	0	0
SVA6a.chr9	0.1967611778208863	0.01364334697668031	0	0
SVA6a.chr9	0.21189665303787755	0.9313624019709313	0	0
SVA6a.chr9	0.22703212825486882	2.383779050445717	0	0
SVA6a.chr9	0.24216760347186006	0.07959325374007958	0	0
SVA6a.chr9	0.2573030786888513	0.42415709082375747	0	0
SVA6a.chr9	0.2724385539058426	2.347214319452347	0	0
SVA6a.chr9	0.2875740291228338	2.9797329797329795	0	0
SVA6a.chr9	0.3027095043398251	1.6118350548316118	0	0
SVA6a.chr9	0.31784497955681634	1.6558249891583223	0	0
SVA6a.chr9	0.3329804547738076	1.6191450475216191	0	0
SVA6a.chr9	0.3481159299907988	2.2611622611622613	0	0
SVA6a.chr9	0.3632514052077901	4.097589235744097	0	0
SVA6a.chr9	0.37838688042478136	3.849450516117183	0	0
SVA6a.chr9	0.3935223556417726	3.0557402775930558	0	0
SVA6a.chr9	0.40865783085876384	2.555815889149222	0	0
SVA6a.chr9	0.4237933060757551	2.5095441571225092	0	0
SVA6a.chr9	0.4389287812927464	1.3759613759613758	0	0
SVA6a.chr9	0.45406425650973764	2.897097102902897	0	0
SVA6a.chr9	0.46919973172672885	4.341571008237675	0	0
SVA6a.chr9	0.4843352069437201	2.3559876440123557	0	0
SVA6a.chr9	0.4994706821607114	2.2124588791255455	0	0
SVA6a.chr9	0.5146061573777027	1.7525615807717525	0	0
SVA6a.chr9	0.5297416325946939	2.020672020672021	0	0
SVA6a.chr9	0.5448771078116852	1.463001870331463	0	0
SVA6a.chr9	0.5600125830286764	1.8256451589784923	0	0
SVA6a.chr9	0.5751480582456676	1.083072250261083	0	0
SVA6a.chr9	0.5902835334626589	0.7863274529941197	0	0
SVA6a.chr9	0.6054190086796502	0.05115661551005116	0	0
SVA6a.chr9	0.6205544838966414	0.4493671160337827	0	0
SVA6a.chr9	0.6356899591136327	3.5264698068635263	0	0
SVA6a.chr9	0.6508254343306239	2.8759062092395427	0	0
SVA6a.chr9	0.6659609095476152	2.5513307820025513	0	0
SVA6a.chr9	0.6810963847646064	0.5462805462805462	0	0
SVA6a.chr9	0.6962318599815976	0.010783322550010783	0	0
SVA6a.chr9	0.711367335198589	0.00756000756000756	0	0
SVA6a.chr9	0.7265028104155802	0.007143326190007143	0	0
SVA6a.chr9	0.7416382856325714	0.6267939601272934	0	0
SVA6a.chr9	0.7567737608495627	2.6055040611626055	0	0
SVA6a.chr9	0.7719092360665539	1.447728114394781	0	0
SVA6a.chr9	0.7870447112835453	1.7206882793117206	0	0
SVA6a.chr9	0.8021801865005365	2.554932554932555	0	0
SVA6a.chr9	0.8173156617175277	2.8346604986728345	0	0
SVA6a.chr9	0.832451136934519	2.9189395856062523	0	0
SVA6a.chr9	0.8475866121515102	1.2551254115412551	0	0
SVA6a.chr9	0.8627220873685014	2.862372862372862	0	0
SVA6a.chr9	0.8778575625854927	2.406890926442407	0	0
SVA6a.chr9	0.892993037802484	2.5980359313692647	0	0
SVA6a.chr9	0.9081285130194753	1.838068161931838	0	0
SVA6a.chr9	0.9232639882364665	2.5857125857125856	0	0
SVA6a.chr9	0.9383994634534577	2.8923637743028925	0	0
SVA6a.chr9	0.953534938670449	3.9016372349705684	0	0
SVA6a.chr9	0.9686704138874402	3.66990633009367	0	0
SVA6a.chr9	0.9838058891044316	3.520550187216854	0	0
SVA6a.chr9	0.9989413643214228	1.8357595497847128	0	0
