SeqID	Chr3 (Mb)	K-mer conserv (%)	Group	Group_chrom
UFBb.chr3	0.0	7.08242583514833	0	0
UFBb.chr3	0.01184931711615254	3.434053434053434	0	0
UFBb.chr3	0.02369863423230508	4.549088784244549	0	0
UFBb.chr3	0.03554795134845762	5.483538816872151	0	0
UFBb.chr3	0.04739726846461016	5.461224538775461	0	0
UFBb.chr3	0.0592465855807627	3.6497269830603165	0	0
UFBb.chr3	0.07109590269691524	5.5476177857155475	0	0
UFBb.chr3	0.08294521981306778	5.065888399221732	0	0
UFBb.chr3	0.09479453692922032	3.9761726904939763	0	0
UFBb.chr3	0.10664385404537285	4.457864457864458	0	0
UFBb.chr3	0.1184931711615254	5.0912849087150915	0	0
UFBb.chr3	0.13034248827767794	3.961680628347295	0	0
UFBb.chr3	0.14219180539383047	4.287489045844287	0	0
UFBb.chr3	0.15404112250998303	5.312941979608646	0	0
UFBb.chr3	0.16589043962613556	4.686395313604686	0	0
UFBb.chr3	0.1777397567422881	6.421063087729754	0	0
UFBb.chr3	0.18958907385844065	3.9945293388039946	0	0
UFBb.chr3	0.20143839097459318	2.2961956295289627	0	0
UFBb.chr3	0.2132877080907457	2.178764487902179	0	0
UFBb.chr3	0.22513702520689827	0.3902703902703903	0	0
UFBb.chr3	0.2369863423230508	2.0895512437820893	0	0
UFBb.chr3	0.24883565943920333	0.14272347605680938	0	0
UFBb.chr3	0.2606849765553559	1.8868781131218868	0	0
UFBb.chr3	0.27253429367150844	0.8866442199775533	0	0
UFBb.chr3	0.28438361078766095	3.649046350953649	0	0
UFBb.chr3	0.2962329279038135	4.668248001581335	0	0
UFBb.chr3	0.30808224501996606	4.0251793081540255	0	0
UFBb.chr3	0.31993156213611856	2.5808859142192477	0	0
UFBb.chr3	0.3317808792522711	1.4900018433314899	0	0
UFBb.chr3	0.3436301963684237	4.311087644420978	0	0
UFBb.chr3	0.3554795134845762	2.3964109369223965	0	0
UFBb.chr3	0.36732883060072874	7.9287079287079285	0	0
UFBb.chr3	0.3791781477168813	1.2041954624712041	0	0
UFBb.chr3	0.3910274648330338	3.0827764161097493	0	0
UFBb.chr3	0.40287678194918636	3.255160078173255	0	0
UFBb.chr3	0.4147260990653389	4.263974263974264	0	0
UFBb.chr3	0.4265754161814914	1.8936214397118936	0	0
UFBb.chr3	0.438424733297644	0.17822351155684488	0	0
UFBb.chr3	0.45027405041379653	2.4951741714924953	0	0
UFBb.chr3	0.46212336752994904	2.4941591608258276	0	0
UFBb.chr3	0.4739726846461016	3.477109856223477	0	0
UFBb.chr3	0.48582200176225415	2.903559570226237	0	0
UFBb.chr3	0.49767131887840665	4.892548440784893	0	0
UFBb.chr3	0.5095206359945592	5.502118835452169	0	0
UFBb.chr3	0.5213699531107118	5.173131493535173	0	0
UFBb.chr3	0.5332192702268643	5.1580218246884915	0	0
UFBb.chr3	0.5450685873430169	4.6099887233446095	0	0
UFBb.chr3	0.5569179044591693	3.568376901710235	0	0
UFBb.chr3	0.5687672215753219	6.059200607466059	0	0
UFBb.chr3	0.5806165386914744	6.642439975773309	0	0
UFBb.chr3	0.592465855807627	0.8546158120508546	0	0
UFBb.chr3	0.6043151729237796	0.16317682984349652	0	0
UFBb.chr3	0.6161644900399321	0.17845315488017846	0	0
UFBb.chr3	0.6280138071560846	0.1876535209868543	0	0
UFBb.chr3	0.6398631242722371	0.1881131452201881	0	0
UFBb.chr3	0.6517124413883897	1.7473717473717474	0	0
UFBb.chr3	0.6635617585045422	0.23904642762023903	0	0
UFBb.chr3	0.6754110756206948	0.8177741511074844	0	0
UFBb.chr3	0.6872603927368474	2.4512475487524514	0	0
UFBb.chr3	0.6991097098529998	0.12029012029012029	0	0
UFBb.chr3	0.7109590269691524	4.765038568294765	0	0
UFBb.chr3	0.7228083440853049	0.248990248990249	0	0
UFBb.chr3	0.7346576612014575	2.5853107480225854	0	0
UFBb.chr3	0.74650697831761	3.5437568770902104	0	0
UFBb.chr3	0.7583562954337626	1.309108690891309	0	0
UFBb.chr3	0.7702056125499152	3.142576475909809	0	0
UFBb.chr3	0.7820549296660676	2.655244011422655	0	0
UFBb.chr3	0.7939042467822202	3.540550207216874	0	0
UFBb.chr3	0.8057535638983727	2.922287077712922	0	0
UFBb.chr3	0.8176028810145253	2.900779567446234	0	0
UFBb.chr3	0.8294521981306778	4.511878821454512	0	0
UFBb.chr3	0.8413015152468304	1.7228183894850562	0	0
UFBb.chr3	0.8531508323629828	0.763952569380764	0	0
UFBb.chr3	0.8650001494791354	0.7139940473273807	0	0
UFBb.chr3	0.876849466595288	5.02030164636502	0	0
UFBb.chr3	0.8886987837114405	2.2382789049455716	0	0
UFBb.chr3	0.9005481008275931	3.0825869174130824	0	0
UFBb.chr3	0.9123974179437456	4.180914180914181	0	0
UFBb.chr3	0.9242467350598981	0.7358559308107359	0	0
UFBb.chr3	0.9360960521760506	4.431871098537765	0	0
UFBb.chr3	0.9479453692922032	3.5533631133035533	0	0
UFBb.chr3	0.9597946864083557	3.9736539736539735	0	0
UFBb.chr3	0.9716440035245083	4.275885724114276	0	0
UFBb.chr3	0.9834933206406609	6.008752675419342	0	0
UFBb.chr3	0.9953426377568133	2.4246045486090813	0	0
