SeqID	ChrX (Mb)	K-mer conserv (%)	Group	Group_chrom
COFBa.chrX	0.0	1.3908638849388968	0	0
COFBa.chrX	0.011667518473298675	3.382600049266716	0	0
COFBa.chrX	0.02333503694659735	4.286009047324286	0	0
COFBa.chrX	0.03500255541989602	0.8038841372174704	0	0
COFBa.chrX	0.0466700738931947	0.020303313030020302	0	0
COFBa.chrX	0.05833759236649337	2.8493795160461826	0	0
COFBa.chrX	0.07000511083979204	4.616958716374617	0	0
COFBa.chrX	0.08167262931309072	3.4146134146134144	0	0
COFBa.chrX	0.0933401477863894	2.7846405486927845	0	0
COFBa.chrX	0.10500766625968806	2.2896822896822897	0	0
COFBa.chrX	0.11667518473298674	4.3092390240943095	0	0
COFBa.chrX	0.1283427032062854	5.090151756818424	0	0
COFBa.chrX	0.14001022167958407	6.35996697336636	0	0
COFBa.chrX	0.15167774015288277	6.101179434512768	0	0
COFBa.chrX	0.16334525862618143	3.5036131630535037	0	0
COFBa.chrX	0.1750127770994801	3.5273635273635273	0	0
COFBa.chrX	0.1866802955727788	5.0415316251350415	0	0
COFBa.chrX	0.19834781404607746	2.2587055920389254	0	0
COFBa.chrX	0.21001533251937612	3.207986792013208	0	0
COFBa.chrX	0.22168285099267482	3.596053596053596	0	0
COFBa.chrX	0.23335036946597348	3.169230164103169	0	0
COFBa.chrX	0.24501788793927215	1.0207143540476873	0	0
COFBa.chrX	0.2566854064125708	1.9521213812119522	0	0
COFBa.chrX	0.2683529248858695	2.289425622758956	0	0
COFBa.chrX	0.28002044335916815	0.0052199947800052205	0	0
COFBa.chrX	0.29168796183246687	0.01391668058334725	0	0
COFBa.chrX	0.30335548030576553	0.031593301740031596	0	0
COFBa.chrX	0.3150229987790642	0.04187670854337521	0	0
COFBa.chrX	0.32669051725236287	0.10178323155010179	0	0
COFBa.chrX	0.33835803572566153	0.047666714333381	0	0
COFBa.chrX	0.3500255541989602	0.07153659513007153	0	0
COFBa.chrX	0.3616930726722589	0.4562004562004562	0	0
COFBa.chrX	0.3733605911455576	0.05010994989005011	0	0
COFBa.chrX	0.38502810961885625	0.15795015795015796	0	0
COFBa.chrX	0.3966956280921549	0.3055096944903055	0	0
COFBa.chrX	0.4083631465654536	0.23891690558357226	0	0
COFBa.chrX	0.42003066503875225	0.20889312444020888	0	0
COFBa.chrX	0.4316981835120509	0.15820682487349155	0	0
COFBa.chrX	0.44336570198534964	0.027286639380027285	0	0
COFBa.chrX	0.4550332204586483	0.03548003548003548	0	0
COFBa.chrX	0.46670073893194697	0.046236620430046234	0	0
COFBa.chrX	0.47836825740524563	0.044883378216711546	0	0
COFBa.chrX	0.4900357758785443	0.051683281650051684	0	0
COFBa.chrX	0.501703294351843	0.04148670815337482	0	0
COFBa.chrX	0.5133708128251416	0.03845996154003846	0	0
COFBa.chrX	0.5250383312984404	0.03171003171003171	0	0
COFBa.chrX	0.536705849771739	0.03237996762003238	0	0
COFBa.chrX	0.5483733682450377	0.02398335731669065	0	0
COFBa.chrX	0.5600408867183363	0.037416629250037414	0	0
COFBa.chrX	0.571708405191635	0.03565336898670232	0	0
COFBa.chrX	0.5833759236649337	0.033293300040033294	0	0
COFBa.chrX	0.5950434421382323	0.01438668105334772	0	0
COFBa.chrX	0.6067109606115311	0.026753306580026753	0	0
COFBa.chrX	0.6183784790848297	0.03269003269003269	0	0
COFBa.chrX	0.6300459975581284	0.03323663343003324	0	0
COFBa.chrX	0.6417135160314271	0.021623354956688292	0	0
COFBa.chrX	0.6533810345047257	0.02018997981002019	0	0
COFBa.chrX	0.6650485529780245	0.02405669072335739	0	0
COFBa.chrX	0.6767160714513231	0.03047996952003048	0	0
COFBa.chrX	0.6883835899246218	0.02604335937669271	0	0
COFBa.chrX	0.7000511083979204	0.044216622450044214	0	0
COFBa.chrX	0.7117186268712191	0.0257666924333591	0	0
COFBa.chrX	0.7233861453445178	0.018606648060018608	0	0
COFBa.chrX	0.7350536638178164	0.0124000124000124	0	0
COFBa.chrX	0.7467211822911152	0.04056995943004057	0	0
COFBa.chrX	0.7583887007644138	0.02725336058669392	0	0
COFBa.chrX	0.7700562192377125	0.20956312377020955	0	0
COFBa.chrX	0.7817237377110111	0.03979003979003979	0	0
COFBa.chrX	0.7933912561843098	0.11727988272011729	0	0
COFBa.chrX	0.8050587746576086	0.00745000745000745	0	0
COFBa.chrX	0.8167262931309072	0.0031199968800031197	0	0
COFBa.chrX	0.8283938116042059	0.00012333345666679002	0	0
COFBa.chrX	0.8400613300775045	0.0004666662000004667	0	0
COFBa.chrX	0.8517288485508032	0.0037000037000037003	0	0
COFBa.chrX	0.8633963670241018	0.00256999743000257	0	0
COFBa.chrX	0.8750638854974006	0.00220666887333554	0	0
COFBa.chrX	0.8867314039706993	0.23000976999023	0	0
COFBa.chrX	0.8983989224439979	7.038503705170371	0	0
COFBa.chrX	0.9100664409172966	2.3855142811523855	0	0
COFBa.chrX	0.9217339593905952	2.2052522052522052	0	0
COFBa.chrX	0.9334014778638939	0.09756990243009757	0	0
COFBa.chrX	0.9450689963371925	0.0007233340566673899	0	0
COFBa.chrX	0.9567365148104913	0.00242999757000243	0	0
COFBa.chrX	0.96840403328379	0.20306020306020306	0	0
COFBa.chrX	0.9800715517570886	0.22426644240022425	0	0
COFBa.chrX	0.9917390702303873	0.0	0	0
COFBa.chrX	1.0	0.0	0	0
