SeqID	ChrX (Mb)	K-mer conserv (%)	Group	Group_chrom
OFBb.chrX	0.0	1.4422771154457692	0	0
OFBb.chrX	0.011522427858511269	2.899339566006233	0	0
OFBb.chrX	0.023044855717022538	3.8925827740838925	0	0
OFBb.chrX	0.034567283575533805	3.74975374975375	0	0
OFBb.chrX	0.046089711434045076	3.3366166633833365	0	0
OFBb.chrX	0.05761213929255635	2.8249661582994916	0	0
OFBb.chrX	0.06913456715106761	6.2442070891262444	0	0
OFBb.chrX	0.08065699500957889	6.0934260934260935	0	0
OFBb.chrX	0.09217942286809015	4.065685934314065	0	0
OFBb.chrX	0.10370185072660142	3.018443018443018	0	0
OFBb.chrX	0.1152242785851127	6.5749334250665745	0	0
OFBb.chrX	0.12674670644362396	8.308831642164975	0	0
OFBb.chrX	0.13826913430213522	9.191340808659191	0	0
OFBb.chrX	0.14979156216064649	7.328230661563995	0	0
OFBb.chrX	0.16131399001915778	6.179593820406179	0	0
OFBb.chrX	0.17283641787766904	8.657991991325325	0	0
OFBb.chrX	0.1843588457361803	8.395128271538395	0	0
OFBb.chrX	0.19588127359469157	7.332930666264	0	0
OFBb.chrX	0.20740370145320283	6.893023106976893	0	0
OFBb.chrX	0.2189261293117141	6.854123520790187	0	0
OFBb.chrX	0.2304485571702254	7.394099272567394	0	0
OFBb.chrX	0.24197098502873665	7.37355070688404	0	0
OFBb.chrX	0.2534934128872479	5.778957554375779	0	0
OFBb.chrX	0.2650158407457592	4.7260613927280595	0	0
OFBb.chrX	0.27653826860427044	7.390519276147391	0	0
OFBb.chrX	0.2880606964627817	6.574543241209907	0	0
OFBb.chrX	0.29958312432129297	4.068049265284068	0	0
OFBb.chrX	0.31110555217980423	6.133666133666133	0	0
OFBb.chrX	0.32262798003831555	6.33016033650633	0	0
OFBb.chrX	0.3341504078968268	2.5812525812525813	0	0
OFBb.chrX	0.3456728357553381	2.4743408589924742	0	0
OFBb.chrX	0.35719526361384935	0.2046002046002046	0	0
OFBb.chrX	0.3687176914723606	2.106274560392106	0	0
OFBb.chrX	0.3802401193308719	1.7162683829350496	0	0
OFBb.chrX	0.39176254718938314	0.5854627478705854	0	0
OFBb.chrX	0.4032849750478944	0.32782032782032783	0	0
OFBb.chrX	0.41480740290640566	0.24596308737024597	0	0
OFBb.chrX	0.42632983076491693	1.7721051054384387	0	0
OFBb.chrX	0.4378522586234282	0.18234315099018233	0	0
OFBb.chrX	0.4493746864819395	0.18760685427352095	0	0
OFBb.chrX	0.4608971143404508	0.2620730712602621	0	0
OFBb.chrX	0.47241954219896204	0.2463102463102463	0	0
OFBb.chrX	0.4839419700574733	0.2171064495602171	0	0
OFBb.chrX	0.49546439791598457	0.17479684146350813	0	0
OFBb.chrX	0.5069868257744958	9.333324000009334e-05	0	0
OFBb.chrX	0.5185092536330071	0.00022333355666689	0	0
OFBb.chrX	0.5300316814915184	0.0	0	0
OFBb.chrX	0.5415541093500297	0.1868235201568535	0	0
OFBb.chrX	0.5530765372085409	0.18644648022018645	0	0
OFBb.chrX	0.5645989650670522	1.0526910526910527	0	0
OFBb.chrX	0.5761213929255634	3.7644495688837645	0	0
OFBb.chrX	0.5876438207840747	1.1927711927711928	0	0
OFBb.chrX	0.5991662486425859	2.058194608472058	0	0
OFBb.chrX	0.6106886765010973	0.8437208437208437	0	0
OFBb.chrX	0.6222111043596085	1.504101829231504	0	0
OFBb.chrX	0.6337335322181198	2.197888864555531	0	0
OFBb.chrX	0.6452559600766311	1.673074993591673	0	0
OFBb.chrX	0.6567783879351423	1.2204912204912204	0	0
OFBb.chrX	0.6683008157936536	0.14833985166014835	0	0
OFBb.chrX	0.6798232436521648	0.7736907736907737	0	0
OFBb.chrX	0.6913456715106762	1.4662918670414662	0	0
OFBb.chrX	0.7028680993691874	0.843597510264177	0	0
OFBb.chrX	0.7143905272276987	1.229198770801229	0	0
OFBb.chrX	0.7259129550862099	8.78688545355212	0	0
OFBb.chrX	0.7374353829447212	13.603279730053604	0	0
OFBb.chrX	0.7489578108032324	15.446925446925446	0	0
OFBb.chrX	0.7604802386617437	13.705986294013705	0	0
OFBb.chrX	0.7720026665202551	4.598487931821265	0	0
OFBb.chrX	0.7835250943787663	2.3003343663323004	0	0
OFBb.chrX	0.7950475222372776	2.0479620479620477	0	0
OFBb.chrX	0.8065699500957888	2.0998445668221	0	0
OFBb.chrX	0.8180923779543001	1.587081587081587	0	0
OFBb.chrX	0.8296148058128113	1.8266848399818267	0	0
OFBb.chrX	0.8411372336713226	5.59380892714226	0	0
OFBb.chrX	0.8526596615298339	1.9624980375019625	0	0
OFBb.chrX	0.8641820893883452	1.053921053921054	0	0
OFBb.chrX	0.8757045172468564	0.24914641752024913	0	0
OFBb.chrX	0.8872269451053677	0.9573309573309573	0	0
OFBb.chrX	0.898749372963879	2.344700988632345	0	0
OFBb.chrX	0.9102718008223902	4.549127882461216	0	0
OFBb.chrX	0.9217942286809016	3.194766805233195	0	0
OFBb.chrX	0.9333166565394128	3.0011896678563343	0	0
OFBb.chrX	0.9448390843979241	2.251334415332251	0	0
OFBb.chrX	0.9563615122564353	3.9377072710406043	0	0
OFBb.chrX	0.9678839401149466	3.154676845323155	0	0
OFBb.chrX	0.9794063679734578	2.870829537496204	0	0
OFBb.chrX	0.9909287958319691	2.5538441128225537	0	0
OFBb.chrX	1.0	1.1944568365446575	0	0
