SeqID	ChrX (Mb)	K-mer conserv (%)	Group	Group_chrom
WCFBb.chrX	0.0	0.0	0	0
WCFBb.chrX	0.011715768016686721	0.6957106957106957	0	0
WCFBb.chrX	0.023431536033373442	3.6629030037636627	0	0
WCFBb.chrX	0.03514730405006016	4.661047994381327	0	0
WCFBb.chrX	0.046863072066746884	0.1587065079601587	0	0
WCFBb.chrX	0.05857884008343361	0.2591302591302591	0	0
WCFBb.chrX	0.07029460810012032	2.665100668232665	0	0
WCFBb.chrX	0.08201037611680705	4.637077970411304	0	0
WCFBb.chrX	0.09372614413349377	2.931910401422932	0	0
WCFBb.chrX	0.10544191215018049	3.2744132744132743	0	0
WCFBb.chrX	0.11715768016686721	1.9838046828619837	0	0
WCFBb.chrX	0.12887344818355392	4.22658089324756	0	0
WCFBb.chrX	0.14058921620024065	4.680791985874681	0	0
WCFBb.chrX	0.15230498421692737	6.79607346274013	0	0
WCFBb.chrX	0.1640207522336141	6.3937136062863935	0	0
WCFBb.chrX	0.17573652025030082	3.0516763850097184	0	0
WCFBb.chrX	0.18745228826698754	3.895059438273895	0	0
WCFBb.chrX	0.19916805628367426	4.686608019941353	0	0
WCFBb.chrX	0.21088382430036098	2.8386338280328385	0	0
WCFBb.chrX	0.2225995923170477	2.8198594865261533	0	0
WCFBb.chrX	0.23431536033373443	3.956982709683957	0	0
WCFBb.chrX	0.24603112835042115	2.6476359809693144	0	0
WCFBb.chrX	0.25774689636710785	1.5456851209815456	0	0
WCFBb.chrX	0.26946266438379457	1.6492316492316492	0	0
WCFBb.chrX	0.2811784324004813	2.6145373854626146	0	0
WCFBb.chrX	0.292894200417168	0.01396334729668063	0	0
WCFBb.chrX	0.30460996843385474	0.013046653620013046	0	0
WCFBb.chrX	0.31632573645054146	0.02979669646336313	0	0
WCFBb.chrX	0.3280415044672282	0.04324995675004325	0	0
WCFBb.chrX	0.3397572724839149	0.10200676867343535	0	0
WCFBb.chrX	0.35147304050060163	0.050833282500050835	0	0
WCFBb.chrX	0.36318880851728835	0.05487672154338821	0	0
WCFBb.chrX	0.3749045765339751	0.4678961987704679	0	0
WCFBb.chrX	0.3866203445506618	0.04207670874337541	0	0
WCFBb.chrX	0.3983361125673485	0.14693318640014694	0	0
WCFBb.chrX	0.41005188058403524	0.2768036101369435	0	0
WCFBb.chrX	0.42176764860072197	0.25474641192025477	0	0
WCFBb.chrX	0.4334834166174087	0.21877021877021877	0	0
WCFBb.chrX	0.4451991846340954	0.17348315985017349	0	0
WCFBb.chrX	0.45691495265078214	0.03020669687336354	0	0
WCFBb.chrX	0.46863072066746886	0.03247663419003247	0	0
WCFBb.chrX	0.4803464886841556	0.04991671658338325	0	0
WCFBb.chrX	0.4920622567008423	0.04331329002004331	0	0
WCFBb.chrX	0.503778024717529	0.05632005632005632	0	0
WCFBb.chrX	0.5154937927342157	0.041323292010041326	0	0
WCFBb.chrX	0.5272095607509024	0.03704003704003704	0	0
WCFBb.chrX	0.5389253287675891	0.03700662966003701	0	0
WCFBb.chrX	0.5506410967842759	0.0324000324000324	0	0
WCFBb.chrX	0.5623568648009626	0.02168997831002169	0	0
WCFBb.chrX	0.5740726328176493	0.04059670726337393	0	0
WCFBb.chrX	0.585788400834336	0.04182662484004183	0	0
WCFBb.chrX	0.5975041688510228	0.03128336461669795	0	0
WCFBb.chrX	0.6092199368677095	0.017036649630017036	0	0
WCFBb.chrX	0.6209357048843962	0.01978335311668645	0	0
WCFBb.chrX	0.6326514729010829	0.031096635570031096	0	0
WCFBb.chrX	0.6443672409177696	0.03604336937670271	0	0
WCFBb.chrX	0.6560830089344564	0.021853311480021852	0	0
WCFBb.chrX	0.6677987769511431	0.01967335300668634	0	0
WCFBb.chrX	0.6795145449678298	0.02552997447002553	0	0
WCFBb.chrX	0.6912303129845165	0.03501670168336835	0	0
WCFBb.chrX	0.7029460810012033	0.02720997279002721	0	0
WCFBb.chrX	0.71466184901789	0.04923671590338257	0	0
WCFBb.chrX	0.7263776170345767	0.02727997272002728	0	0
WCFBb.chrX	0.7380933850512634	0.0318333651666985	0	0
WCFBb.chrX	0.7498091530679502	0.039563293770039566	0	0
WCFBb.chrX	0.7615249210846369	0.02822002822002822	0	0
WCFBb.chrX	0.7732406891013236	0.20013646653020015	0	0
WCFBb.chrX	0.7849564571180103	0.03679003679003679	0	0
WCFBb.chrX	0.796672225134697	0.11807654859011808	0	0
WCFBb.chrX	0.8083879931513838	0.00182000182000182	0	0
WCFBb.chrX	0.8201037611680705	0.0008999991000009	0	0
WCFBb.chrX	0.8318195291847572	0.0	0	0
WCFBb.chrX	0.8435352972014439	0.00012666654000012667	0	0
WCFBb.chrX	0.8552510652181307	0.00016000016000016	0	0
WCFBb.chrX	0.8669668332348174	0.0031933301400031934	0	0
WCFBb.chrX	0.8786826012515041	0.0004000004000004	0	0
WCFBb.chrX	0.8903983692681908	4.111382555284111	0	0
WCFBb.chrX	0.9021141372848775	3.5466668800002132	0	0
WCFBb.chrX	0.9138299053015643	2.44999755000245	0	0
WCFBb.chrX	0.925545673318251	1.8472218472218471	0	0
WCFBb.chrX	0.9372614413349377	0.0006466660200006467	0	0
WCFBb.chrX	0.9489772093516244	0.00360333693667027	0	0
WCFBb.chrX	0.9606929773683112	0.0008733324600008733	0	0
WCFBb.chrX	0.9724087453849979	0.19568686235352903	0	0
WCFBb.chrX	0.9841245134016846	0.22655310678022653	0	0
WCFBb.chrX	0.9958402814183713	0.000854522954720867	0	0
